system   I             system.c:245  al_install_system                [   0.00040] Allegro version: 5.1.12 (WIP)
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [  11.54016] Joined thread
audio-dsound D           dsound.cpp:564  _dsound_stop_voice               [  11.54021] Destroying thread
audio-dsound D           dsound.cpp:566  _dsound_stop_voice               [  11.54025] Thread destroyed
audio-dsound D           dsound.cpp:573  _dsound_stop_voice               [  11.54028] Releasing buffer
audio-dsound I           dsound.cpp:577  _dsound_stop_voice               [  11.54031] Voice stopped
dtor     D               dtor.c:214  _al_unregister_destructor        [  11.54035] removed dtor for object 05C1FB90
audio-dsound D           dsound.cpp:389  _dsound_deallocate_voice         [  11.54039] Deallocating voice
audio-dsound D           dsound.cpp:394  _dsound_deallocate_voice         [  11.54042] Deallocated voice
audio-dsound D           dsound.cpp:303  _dsound_close                    [  11.54046] Releasing device
audio-dsound D           dsound.cpp:305  _dsound_close                    [  11.54691] Released device
audio-dsound I           dsound.cpp:308  _dsound_close                    [  11.54697] DirectSound closed
font     E                ttf.c:1031 al_shutdown_ttf_addon            [  11.54711] TTF addon not initialised.
dtor     D               dtor.c:114  _al_run_destructors              [  12.40053] calling dtor for object 05C60C18, func 0F0D41E2
dtor     D               dtor.c:214  _al_unregister_destructor        [  12.40061] removed dtor for object 05C60C18
dtor     D               dtor.c:114  _al_run_destructors              [  12.40066] calling dtor for object 05C61488, func 0F0D41E2
dtor     D               dtor.c:214  _al_unregister_destructor        [  12.40071] removed dtor for object 05C61488
dtor     D               dtor.c:114  _al_run_destructors              [  12.40075] calling dtor for object 05C607E0, func 0F0D41E2
dtor     D               dtor.c:214  _al_unregister_destructor        [  12.40079] removed dtor for object 05C607E0
